,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
12808,13126,3,0,0,3,0,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc
15017,15373,3,0,0,3,0,"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS"
24293,24797,3,0,1,2,0,nope RT @DerekIsNormal: Just ordered Domino's. Am I trash?
17778,18179,3,0,0,3,0,RT @TideRecruits101: It's ok to trash talk....but I haven't seen any Bama fans wishing harm or injury towards LSU players.
16588,16968,3,0,0,3,0,"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds"
3230,3314,3,0,0,3,0,@GROUNDZERO1984 that's true in some ways. Gaming is very broad now a days tho. Everyone is a gamer with candy crush and angry birds
4699,4837,3,0,0,3,0,@ShojoAIE a bright neon yellow gauntlet
15296,15656,3,0,0,3,0,"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l"
9194,9450,3,0,0,3,0,"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple."""
8337,8567,3,0,0,3,0,Can't beat a score of 12 on flappy bird #givingup
11817,12118,3,0,1,2,0,Indiana lost to Bowling Green. Big Ten continues to be trash.
11136,11423,3,0,1,2,0,"I would went in on that ref hell, with a post game interview saying he called me sad and trash."
432,438,3,0,1,2,0,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS"
5789,5953,3,0,0,3,0,@d6_9b idk... It's trash though!
5117,5269,3,0,1,2,0,@WakeUpPeeps1 Read w/o slant your orig statement said 'everything' we have...that is the only extreme comment made
16336,16709,3,0,0,3,0,"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;"
18224,18629,3,0,0,3,0,"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani"
19346,19775,3,0,0,3,0,"RT @jennakimjones: Dear Oreo, What's this I hear about a Watermelon flavor? KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES!!! Love&#8230;"
5220,5375,3,0,0,3,0,@YesseSmith I was born yellow
16585,16965,3,0,0,3,0,"RT @NEOMD71: Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;"
10772,11053,3,0,0,3,0,I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.
21866,22333,3,0,0,3,0,They got the redskins faking injuries
8256,8485,3,0,1,2,0,But rich is a light skin coon. So it's expected.
10779,11060,3,0,0,3,0,I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;
2263,2308,3,0,0,3,0,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!
12775,13092,6,0,0,6,0,"Mata'i ngeli, alu o polosi ho nifo.."
2801,2869,3,0,1,2,0,"@Ceallaighaine Oh no! Sorry Hun. That sucks. Hope you heal fast. &#128533;
#dancerproblems"
15126,15484,3,0,0,3,0,RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash
8963,9210,3,0,0,3,0,Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud
15542,15907,3,0,1,2,0,"RT @HuhWhatsACondom: This would never happen at a ""non-colored"" award show @BETAwards http://t.co/rUJNu1l7t8"
9511,9771,3,0,0,3,0,Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm
4802,4942,3,0,0,3,0,@SunyHD abouta get him some crayons and animal crackers after 8:30pm &#128514;&#128514;
5018,5167,3,0,1,2,0,"@Tom_Morehart @cjc_is_alive @JoshuaTyl0r 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio."
5958,6129,3,0,1,2,0,@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty
6890,7085,3,0,0,3,0,@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101
22310,22781,3,0,0,3,0,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR."
21547,22009,3,0,0,3,0,The early bird takes a nap before noon.
652,662,3,0,1,2,0,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;"
20975,21426,3,0,1,2,0,So now been trill is trash cus asap said so &#128533; ok
20556,21003,3,0,0,3,0,Ruby is not ugly #bunga bunga
1570,1605,3,0,1,2,0,&#8220;@Tom_2Times: Making weed brownies tonight&#8221; goin slide me a batch relo
13877,14216,3,0,0,3,0,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)http://yfrog.com/h300cwrj"
8898,9144,3,0,1,2,0,Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.
22036,22503,3,0,0,3,0,This flappy bird game addicting .
18148,18553,3,0,0,3,0,RT @Yankees: .@DRob30 comes in to close out the game here in the 9th. #Yankees
20042,20485,3,0,1,2,0,"RT @sofuckingSwazye: ""mayonnaise colored benz i push miracle whips"" http://t.co/BmXuyP8ehH"
9870,10139,3,0,1,2,0,"Hold all your ghetto labeled and endorsed vodka brands, you can rum me silly any day. 

#ShiverMeTimbers"
9555,9815,3,0,0,3,0,Gotta bad red bone that look something like Ashanti
20308,20753,3,0,0,3,0,"RT @weakenednachos: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea&#8230;"
15604,15970,3,0,1,2,0,"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;"
2699,2763,3,0,0,3,0,@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min
17398,17794,3,0,0,3,0,"RT @SportsCenter: Don't look now, but the Browns are in sole possession of 1st place in the AFC North. The Cleveland Browns. http://t.co/C3&#8230;"
13582,13916,3,0,1,2,0,"Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human."
3687,3794,3,0,0,3,0,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.
6254,6434,3,0,0,3,0,@jesseleesoffer it totally does. smells like brownies every day i walk to work.
10099,10372,3,0,1,2,0,"I can jig, but I can't jig jig. &#128514; like that new jigging got so much in it that you could do, you really gotta be in shape for it.&#128514;"
14135,14475,3,0,0,3,0,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;
6167,6344,3,0,0,3,0,@imjoshdean That's hoser eh to you. http://t.co/QuLrtOWmLB
922,942,3,0,1,2,0,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!
9211,9467,3,0,1,2,0,"Frozen peas and 
ibuprofen. My new best friends # cripple"
20472,20918,3,0,0,3,0,Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR
13833,14172,3,0,1,2,0,"Photo: Rest in peace to these bad boys , some bad advise made me let some old asian dude re glue the sole... http://t.co/uPRjY6n48K"
22443,22918,3,0,1,2,0,WTF I'mma do about my legs Charlie Murphy...
11000,11283,3,0,0,3,0,I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit
3930,4046,3,0,0,3,0,@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ
4773,4912,3,0,0,3,0,@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy
14451,14797,3,0,1,2,0,RT @BoutCrazed: The best way to make a hillbilly do something is to tell him he can't do it.
7526,7740,3,0,1,2,0,Ain't no love in the ghetto &#128148;
3303,3389,3,0,0,3,0,@GregHillWAAF New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know
5010,5159,3,0,0,3,0,@ToWherever I'm not yellow I'm sorry
11849,12150,3,0,1,2,0,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily
13122,13447,3,0,0,3,0,My nudes are trash.....
16678,17062,3,0,1,2,0,"RT @NoHoesNextDoor: ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" http://t.co/RWWVzJuUZK"
15704,16072,3,0,0,3,0,RT @JFish13: Where has this been all year? But still #FireCashman #Yankees
2428,2479,3,0,1,2,0,@AmeezysAngels96 I'm the trash
14423,14766,3,0,0,3,0,RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;
8858,9104,3,0,0,3,0,Drinking folie a deux wine and playing fall out bird hahaha
10402,10680,3,0,0,3,0,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.
24165,24667,3,0,1,2,0,"lmaoooo RT @PhillyTheBoss: Everything on BET is trash. RT @MrCOOK_: B-Rad RT @fkinLIVE: White Mike was on BET, he can't be trash"
14145,14485,3,0,0,3,0,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine."
13201,13526,3,0,0,3,0,National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers
21234,21695,3,0,0,3,0,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK"
7779,7998,3,0,0,3,0,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;
1981,2021,3,0,0,3,0,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA
3443,3533,3,1,0,2,0,"@IAmPikey 
I wonders why dare ain't no colored folk up dare?"
4278,4405,3,0,1,2,0,@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!
7481,7694,6,2,1,3,0,"AND #NorthKorea called #Barack a monkey. LOL! 
RT! 
*If the shoe fits! 'Cause it sure looks like he married one! 
http://t.co/F0pGDalfaA&#8221;"
22843,23322,3,0,0,3,0,Why McDonald's breakfast good but the lunch trash
24302,24806,3,0,0,3,0,o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.
8515,8751,6,1,1,4,0,Conan Obrien needs to get a life with that $80 million..monkey food maybe.
1967,2007,3,0,0,3,0,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/ENSNf9RGPH
6037,6211,3,1,0,2,0,@goldnsilvercoin the worst terrorists are republican teabaggers...
11003,11286,3,0,0,3,0,I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.
2202,2247,3,0,0,3,0,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that"
19488,19921,3,0,1,2,0,"RT @laken_heavner: What I really want is some brownies from H&amp;R, iced latte, my boy, and a blanket w/ movies. That sounds prettttttty amazi&#8230;"
15953,16322,3,0,0,3,0,RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;
12267,12578,3,0,0,3,0,"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT"
11863,12165,3,0,0,3,0,Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers
21440,21902,3,0,0,3,0,That was trash. I'm just gonna put my phone down. Goodnight
24558,25066,3,0,1,2,0,they're not playing Charlie Strong's soft don't run up the score mentality. They're playing this guy. http://t.co/sqEdBgU34k
17941,18343,3,0,0,3,0,RT @UnnagroundKing: RT @JoshHelaku: I don't care who Kendrick made that song for it's still trash
8274,8504,3,0,0,3,0,"Bye, Bye Charlie Strong."
7576,7790,3,0,0,3,0,All Okies are trash.
7095,7293,3,0,0,3,0,@strawberrycoca ling ling krunkchip
6896,7091,3,0,1,2,0,@rbigwood when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips!
5201,5356,3,0,0,3,0,@Yankees Only good thing about this season. #FireCashman .
24531,25038,3,0,0,3,0,them jants be clutch for bedtime tho &#128514;&#128557;
14836,15192,4,0,1,3,0,RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd
7220,7427,3,0,0,3,0,@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity
3345,3431,3,0,1,2,0,@HarleyyyQuinn_ trash
20349,20795,3,0,0,3,0,RT @wwwobert_: New avi thanks to b Oreo
8004,8229,3,1,0,2,0,"Bet they want a cookie, Bergbrain? You mean like you want a cracker? Kinda bitter here today aren'tcha? #stribpol mngop #mnleg"
7226,7433,3,0,0,3,0,"@tyler_wilde CH3BURASHKA sure gets to be a nit-picky Russian monkey/bear thing sometimes, doesn't he?"
17179,17571,3,0,1,2,0,RT @SVL305: @VJtechsupport @YoungMcFly the real reason y she gave up rapping was because of ME.. i called her trash to her face n asked for&#8230;
16724,17109,3,0,0,3,0,RT @NuteIla: when I die on flappy bird http://t.co/HKNUTfDVJZ
22540,23016,3,0,0,3,0,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials"
18594,19005,3,0,0,3,0,"RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down"
11828,12129,3,0,0,3,0,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ
24509,25016,3,0,1,2,0,the birds out tonight
10035,10308,3,0,0,3,0,I ate a monkey. #AndNowIHaveEbola
4554,4688,3,0,0,3,0,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol
8508,8744,3,0,0,3,0,Come on man RT @BasedLaRock: Oreo needs to chill &#128686;RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW
13661,13996,3,0,0,3,0,"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown"
24109,24610,3,0,0,3,0,it's so weird outside. it's like yellow.
10985,11268,3,0,1,2,0,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman"
13809,14147,6,1,2,3,0,"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay."
17516,17915,3,0,0,3,0,RT @TDOT_Italians: Sharing food with your mangia cake friends because they love your food #ItalianProblems
22948,23428,3,0,0,3,0,With the birds i share this lonely view..
14573,14922,3,0,1,2,0,RT @Cajun_peach: Because humans aren't delicious ho RT @peta: Smarter than dogs AND your 3-year-old child. So why EAT them? http://t.co/eRT&#8230;
9126,9381,3,0,0,3,0,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...
9531,9791,3,0,0,3,0,Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw
2184,2229,3,0,0,3,0,.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?
9106,9360,3,0,1,2,0,Fine chicks lap dances always trash
22766,23245,3,0,1,2,0,"Whenever I see a pic captioned
""Soft ghetto"" I log off for 25 minutes"
3204,3287,6,0,1,5,0,@Fru_Iam I seen sum of it but I'm tryin see lox n mook
818,835,3,0,0,3,0,#Yankees got beaten by a thug
2719,2784,3,0,1,2,0,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!
17156,17548,3,0,1,2,0,RT @SC4K: Getting ready for the annual heart and sole luncheon @RenHotels #cle with @EricGordon_CEO http://t.co/UJ721FmsXB
5910,6078,3,0,1,2,0,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying."
8757,9001,3,0,1,2,0,"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!"
5979,6150,3,1,0,2,0,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme
23845,24342,3,0,0,3,0,fuzzy socks are the actual life
23404,23891,3,0,0,3,0,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
23586,24079,3,0,1,2,0,apparently I'm pathetic trash alright (-:
3245,3329,3,0,1,2,0,"@Gertrude_Larue 
I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!"
12177,12486,3,0,0,3,0,Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v
1952,1992,3,0,0,3,0,&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;
18838,19255,3,0,0,3,0,RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;
6550,6735,3,0,0,3,0,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;"
11451,11744,3,0,1,2,0,ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet
10221,10498,3,0,1,2,0,I don't know what you been told but I love them project hoes
21605,22068,3,0,0,3,0,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred."
9408,9666,6,0,1,5,0,Get this monkey off my back...
23720,24214,3,0,0,3,0,"cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:"
12468,12780,3,0,0,3,0,Literally just got up and the first thing I did was chug a huge glass of water
21015,21466,3,1,0,2,0,Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki
20446,20892,3,0,1,2,0,RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
5825,5991,3,0,0,3,0,@dchestnut26 don't shake your head at me. I just love to trash talk.
24096,24597,3,0,1,2,0,is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;
11157,11444,3,0,0,3,0,I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd
20838,21289,3,1,0,2,0,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews
24508,25015,3,0,0,3,0,the bird with the aim of dreams https://t.co/jkX6dsqXcq
3604,3700,3,1,0,2,0,@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!
18569,18978,3,0,1,2,0,"RT @anitaphilmar: Fairy Fun - Losing her wings doesn't mean there aren't other ways to fly? #asmsg, #erotica #shortstory http://t.co/t6LuM&#8230;"
9130,9385,3,0,0,3,0,Flappy bird is gonna be the death of me
8506,8742,3,0,0,3,0,"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne"
17727,18128,3,0,0,3,0,"RT @TheStrangeLog: Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217;t follow you forever."
9392,9650,3,0,0,3,0,George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.
7801,8021,3,0,0,3,0,Apple need to add some colored emoji
15073,15430,3,0,0,3,0,"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;"
19600,20036,3,0,1,2,0,"RT @m_amrhein: Luckily for my friends I'm a yellow belt in karate, which is unfortunate for the bonner dudes #lookout"
2306,2352,3,0,1,2,0,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
9625,9886,3,0,0,3,0,"Haha, Yankees fans are bent out of shape about the Hu27le graphic"
5926,6095,3,1,0,2,0,@emilysteers WASP EGGS
18933,19352,3,0,1,2,0,RT @dsrtvet: @FoxNews @tjoy7 And I don't have any confidence NONWHATSOEVER in you Barack! You're the sole reason why this country is in thi&#8230;
525,534,3,0,1,2,0,"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
14476,14823,3,0,1,2,0,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;"
19451,19883,3,0,0,3,0,RT @kitt: @shinypb not only you. and that pom stuff? totally porn.
19716,20153,3,0,0,3,0,"RT @mpoindc: Wow, Henry Waxman gets caught in a CLASSIC Charlie LeDuff segment after Charlie comes to DC for today's GM hearing: http://t.c&#8230;"
8627,8864,3,0,0,3,0,Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep
11747,12046,3,0,0,3,0,Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW
3797,3906,3,0,0,3,0,@KenSuttling The spear chuckers are flooding into Upton Park.
24647,25158,3,0,0,3,0,we dem birds.
343,348,3,0,1,2,0,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg"""
23098,23582,3,0,0,3,0,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF
13886,14225,3,0,0,3,0,Pops interviews remain warm and fuzzy.
11311,11601,3,0,0,3,0,I'm just tryna get to sleep before the birds start getting rowdy.
19734,20173,3,0,0,3,0,"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;"
9512,9772,3,0,0,3,0,Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy
19069,19494,3,0,0,3,0,RT @guardian_sport: World Cup 2014 diary: Argentina mock Brazil with twirling towels http://t.co/iJIFh5FVO0 (Photo: Getty) http://t.co/RckP&#8230;
9002,9251,3,0,0,3,0,"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo"
14695,15047,3,1,0,2,0,RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....
24336,24841,3,0,0,3,0,ooh girl cute face but yellow teef. lol
11272,11560,3,0,1,2,0,I'm getting sleepy and my phone is acting retarded...
4877,5018,3,0,1,2,0,@ThaReal_GaPeach got it! thanks Hun! ima text u
21104,21557,3,0,0,3,0,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13
4255,4381,6,1,1,4,0,@Ncoleycole y u not on the monkey bars too lol
16958,17346,3,0,0,3,0,"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;"
12343,12655,3,0,0,3,0,Legion of jig &#128557;&#128557;&#128557;
21889,22356,3,0,1,2,0,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!
10873,11155,6,1,0,5,0,I see ya big Boi in the Oreo V's
10721,11001,3,0,0,3,0,I love me some chunky babies &#128525;&#128525;
14563,14912,3,0,0,3,0,RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx
12413,12725,3,0,1,2,0,"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi"
10884,11166,3,0,0,3,0,I should start wearing beanies more
3147,3227,3,0,1,2,0,"@EyeOnPolitics @chrisloesch As long as its not one of those ""special brownies"" right?"
11410,11703,6,0,0,6,0,I'm the biggest redskins dam right now if they get this stop
22285,22756,3,0,1,2,0,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included"
18049,18453,3,0,0,3,0,"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball."
3586,3682,3,0,0,3,0,@J_Logan And you know best about the bird moves...!!!
18866,19284,3,0,0,3,0,"RT @dbrend99: Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe&#8230;"
687,697,6,0,2,4,0,"#CommonQuestionIGet

Why uou so ghetto?"
1932,1972,3,0,0,3,0,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
21681,22144,3,0,0,3,0,"There is no such rule as ""tie goes to the runner"". Out or safe. #Yankees #JohnSterling"
17048,17438,3,0,0,3,0,RT @RayIopez: When you're approaching your high score in flappy bird and die one pipe away http://t.co/bI1RQ6A1ur
8720,8963,3,0,1,2,0,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?"
4062,4184,3,0,0,3,0,@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.
7977,8200,3,0,1,2,0,Been Huntin hard and finally nailed her. Best wedding koozie I've ever seen. #redneck http://t.co/D6SBSYaNN2
5292,5447,3,0,0,3,0,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC
4434,4565,3,0,1,2,0,"@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it."
2572,2629,3,0,0,3,0,"@BeeKayNS alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk."
5106,5258,3,0,0,3,0,@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)
6396,6579,3,0,0,3,0,@khamillkilroy &#128514;&#128514; Shy Glizzy
9129,9384,3,0,0,3,0,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife
370,375,3,0,0,3,0,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?"
16999,17389,3,1,0,2,0,RT @RT_America: Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http://t.co/WtzD2MIBf6 http://t.co/A&#8230;
15718,16086,3,0,1,2,0,"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;"
5587,5746,3,0,0,3,0,@basedgvbe trash
5956,6127,3,0,1,2,0,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans
18620,19031,3,0,0,3,0,RT @bakedbeansbro: Throw me in trash http://t.co/GvGMJJ6vYi
24337,24842,4,1,1,2,0,oops: 'constitutionalists' #teabaggers in #mississippi forgot ratify a centerpiece of the constitution: 13th amendment banning slavery.
